mmu-miR-7119-3p	miR-7119-3p
tca-miR-11643-3p	tca-miR-11643-3p
tca-miR-11643-5p	tca-miR-11643-5p
tca-miR-11644-3p	tca-miR-11644-3p
tca-miR-11644-5p	tca-miR-11644-5p
tca-miR-11645-5p	tca-miR-11645-5p
tca-miR-11646-3p	tca-miR-11646-3p
tca-miR-11646-5p	tca-miR-11646-5p
tca-miR-11647-3p	tca-miR-11647-3p
tca-miR-11648-3p	tca-miR-11648-3p
tca-miR-11648-5p	tca-miR-11648-5p
tca-miR-11649-3p	tca-miR-11649-3p
tca-miR-11650-3p	tca-miR-11650-3p
tca-miR-1175-3p	tca-miR-1175-3p
tca-miR-1175-5p	tca-miR-1175-5p
tca-miR-12-3p	tca-miR-12-3p
tca-miR-124-3p	tca-miR-124-3p
tca-miR-124-5p	tca-miR-124-5p
tca-miR-125-3p	tca-miR-125-3p
tca-miR-125-5p	tca-miR-125-5p
tca-miR-12-5p	tca-miR-12-5p
tca-miR-133-3p	tca-miR-133-3p
tca-miR-133-5p	tca-miR-133-5p
tca-miR-137-3p	tca-miR-137-3p
tca-miR-137-5p	tca-miR-137-5p
tca-miR-13a-3p	tca-miR-13a-3p
tca-miR-13a-5p	tca-miR-13a-5p
tca-miR-13b-3p	tca-miR-13b-3p
tca-miR-13b-5p	tca-miR-13b-5p
tca-miR-1-3p	tca-miR-1-3p
tca-miR-14-3p	tca-miR-14-3p
tca-miR-14-5p	tca-miR-14-5p
tca-miR-1-5p	tca-miR-1-5p
tca-miR-184-3p	tca-miR-184-3p
tca-miR-184-5p	tca-miR-184-5p
tca-miR-190-3p	tca-miR-190-3p
tca-miR-190-5p	tca-miR-190-5p
tca-miR-193-3p	tca-miR-193-3p
tca-miR-193-5p	tca-miR-193-5p
tca-miR-210-3p	tca-miR-210-3p
tca-miR-210-5p	tca-miR-210-5p
tca-miR-2-1-5p	tca-miR-2-1-5p
tca-miR-219-3p	tca-miR-219-3p
tca-miR-219-5p	tca-miR-219-5p
tca-miR-2-2-5p	tca-miR-2-2-5p
tca-miR-2-3-5p	tca-miR-2-3-5p
tca-miR-2-3p	tca-miR-2-3p
tca-miR-252a-3p	tca-miR-252a-3p
tca-miR-252a-5p	tca-miR-252a-5p
tca-miR-252b-3p	tca-miR-252b-3p
tca-miR-252b-5p	tca-miR-252b-5p
tca-miR-263a-3p	tca-miR-263a-3p
tca-miR-263a-5p	tca-miR-263a-5p
tca-miR-263b-3p	tca-miR-263b-3p
tca-miR-263b-5p	tca-miR-263b-5p
tca-miR-275-3p	tca-miR-275-3p
tca-miR-275-5p	tca-miR-275-5p
tca-miR-276-3p	tca-miR-276-3p
tca-miR-2765-3p	tca-miR-2765-3p
tca-miR-2765-5p	tca-miR-2765-5p
tca-miR-276-5p	tca-miR-276-5p
tca-miR-276b-3p	tca-miR-276b-3p
tca-miR-276b-5p	tca-miR-276b-5p
tca-miR-277-3p	tca-miR-277-3p
tca-miR-277-5p	tca-miR-277-5p
tca-miR-2788-3p	tca-miR-2788-3p
tca-miR-2788-5p	tca-miR-2788-5p
tca-miR-2796-3p	tca-miR-2796-3p
tca-miR-2796-5p	tca-miR-2796-5p
tca-miR-279a-3p	tca-miR-279a-3p
tca-miR-279a-5p	tca-miR-279a-5p
tca-miR-279b-3p	tca-miR-279b-3p
tca-miR-279b-5p	tca-miR-279b-5p
tca-miR-279c-3p	tca-miR-279c-3p
tca-miR-279c-5p	tca-miR-279c-5p
tca-miR-279d-3p	tca-miR-279d-3p
tca-miR-279d-5p	tca-miR-279d-5p
tca-miR-279e-3p	tca-miR-279e-3p
tca-miR-279e-5p	tca-miR-279e-5p
tca-miR-281-3p	tca-miR-281-3p
tca-miR-281-5p	tca-miR-281-5p
tca-miR-282-3p	tca-miR-282-3p
tca-miR-282-5p	tca-miR-282-5p
tca-miR-283-3p	tca-miR-283-3p
tca-miR-283-5p	tca-miR-283-5p
tca-miR-29-3p	tca-miR-29-3p
tca-miR-2944a-3p	tca-miR-2944a-3p
tca-miR-2944a-5p	tca-miR-2944a-5p
tca-miR-2944b-3p	tca-miR-2944b-3p
tca-miR-2944b-5p	tca-miR-2944b-5p
tca-miR-2944c-3p	tca-miR-2944c-3p
tca-miR-2944c-5p	tca-miR-2944c-5p
tca-miR-29-5p	tca-miR-29-5p
tca-miR-304	tca-miR-304
tca-miR-3049-3p	tca-miR-3049-3p
tca-miR-3049-5p	tca-miR-3049-5p
tca-miR-305-3p	tca-miR-305-3p
tca-miR-305-5p	tca-miR-305-5p
tca-miR-307-3p	tca-miR-307-3p
tca-miR-307-5p	tca-miR-307-5p
tca-miR-307b-3p	tca-miR-307b-3p
tca-miR-307b-5p	tca-miR-307b-5p
tca-miR-308-3p	tca-miR-308-3p
tca-miR-308-5p	tca-miR-308-5p
tca-miR-309a-3p	tca-miR-309a-3p
tca-miR-309a-5p	tca-miR-309a-5p
tca-miR-309b-3p	tca-miR-309b-3p
tca-miR-309b-5p	tca-miR-309b-5p
tca-miR-309c-3p	tca-miR-309c-3p
tca-miR-309c-5p	tca-miR-309c-5p
tca-miR-31-3p	tca-miR-31-3p
tca-miR-315	tca-miR-315
tca-miR-31-5p	tca-miR-31-5p
tca-miR-316-3p	tca-miR-316-3p
tca-miR-316-5p	tca-miR-316-5p
tca-miR-317-3p	tca-miR-317-3p
tca-miR-317-5p	tca-miR-317-5p
tca-miR-33-3p	tca-miR-33-3p
tca-miR-33-5p	tca-miR-33-5p
tca-miR-34-3p	tca-miR-34-3p
tca-miR-34-5p	tca-miR-34-5p
tca-miR-3477-3p	tca-miR-3477-3p
tca-miR-3477-5p	tca-miR-3477-5p
tca-miR-375-3p	tca-miR-375-3p
tca-miR-375-5p	tca-miR-375-5p
tca-miR-3791-3p	tca-miR-3791-3p
tca-miR-3791-5p	tca-miR-3791-5p
tca-miR-3802-3p	tca-miR-3802-3p
tca-miR-3802-5p	tca-miR-3802-5p
tca-miR-3803-3p	tca-miR-3803-3p
tca-miR-3803-5p	tca-miR-3803-5p
tca-miR-3804a-3p	tca-miR-3804a-3p
tca-miR-3804a-5p	tca-miR-3804a-5p
tca-miR-3804b-3p	tca-miR-3804b-3p
tca-miR-3804b-5p	tca-miR-3804b-5p
tca-miR-3805a-3p	tca-miR-3805a-3p
tca-miR-3805a-5p	tca-miR-3805a-5p
tca-miR-3805b-3p	tca-miR-3805b-3p
tca-miR-3805b-5p	tca-miR-3805b-5p
tca-miR-3806-3p	tca-miR-3806-3p
tca-miR-3806-5p	tca-miR-3806-5p
tca-miR-3806b-3p	tca-miR-3806b-3p
tca-miR-3806b-5p	tca-miR-3806b-5p
tca-miR-3806c-3p	tca-miR-3806c-3p
tca-miR-3807-3p	tca-miR-3807-3p
tca-miR-3807-5p	tca-miR-3807-5p
tca-miR-3808-3p	tca-miR-3808-3p
tca-miR-3808-5p	tca-miR-3808-5p
tca-miR-3809-3p	tca-miR-3809-3p
tca-miR-3809-5p	tca-miR-3809-5p
tca-miR-3810-3p	tca-miR-3810-3p
tca-miR-3810-5p	tca-miR-3810-5p
tca-miR-3811a-1-5p	tca-miR-3811a-1-5p
tca-miR-3811a-3-5p	tca-miR-3811a-3-5p
tca-miR-3811a-3p	tca-miR-3811a-3p
tca-miR-3811a-5-5p	tca-miR-3811a-5-5p
tca-miR-3811a-5p	tca-miR-3811a-5p
tca-miR-3811b-3p	tca-miR-3811b-3p
tca-miR-3811b-5p	tca-miR-3811b-5p
tca-miR-3812-3p	tca-miR-3812-3p
tca-miR-3812-5p	tca-miR-3812-5p
tca-miR-3813-3p	tca-miR-3813-3p
tca-miR-3813-5p	tca-miR-3813-5p
tca-miR-3814-3p	tca-miR-3814-3p
tca-miR-3814-5p	tca-miR-3814-5p
tca-miR-3815-3p	tca-miR-3815-3p
tca-miR-3815-5p	tca-miR-3815-5p
tca-miR-3816-3p	tca-miR-3816-3p
tca-miR-3816-5p	tca-miR-3816-5p
tca-miR-3817-3p	tca-miR-3817-3p
tca-miR-3817-5p	tca-miR-3817-5p
tca-miR-3818-3p	tca-miR-3818-3p
tca-miR-3818-5p	tca-miR-3818-5p
tca-miR-3819-5p	tca-miR-3819-5p
tca-miR-3820-3p	tca-miR-3820-3p
tca-miR-3820-5p	tca-miR-3820-5p
tca-miR-3821-3p	tca-miR-3821-3p
tca-miR-3821-5p	tca-miR-3821-5p
tca-miR-3822-3p	tca-miR-3822-3p
tca-miR-3822-5p	tca-miR-3822-5p
tca-miR-3823-3p	tca-miR-3823-3p
tca-miR-3823-5p	tca-miR-3823-5p
tca-miR-3824-3p	tca-miR-3824-3p
tca-miR-3824-5p	tca-miR-3824-5p
tca-miR-3825-3p	tca-miR-3825-3p
tca-miR-3825-5p	tca-miR-3825-5p
tca-miR-3826-3p	tca-miR-3826-3p
tca-miR-3826-5p	tca-miR-3826-5p
tca-miR-3827-3p	tca-miR-3827-3p
tca-miR-3827-5p	tca-miR-3827-5p
tca-miR-3828-3p	tca-miR-3828-3p
tca-miR-3828-5p	tca-miR-3828-5p
tca-miR-3829-3p	tca-miR-3829-3p
tca-miR-3829-5p	tca-miR-3829-5p
tca-miR-3830-3p	tca-miR-3830-3p
tca-miR-3830-5p	tca-miR-3830-5p
tca-miR-3831-3p	tca-miR-3831-3p
tca-miR-3831-5p	tca-miR-3831-5p
tca-miR-3832-3p	tca-miR-3832-3p
tca-miR-3832-5p	tca-miR-3832-5p
tca-miR-3833-3p	tca-miR-3833-3p
tca-miR-3833-5p	tca-miR-3833-5p
tca-miR-3834-3p	tca-miR-3834-3p
tca-miR-3834-5p	tca-miR-3834-5p
tca-miR-3835-3p	tca-miR-3835-3p
tca-miR-3835-5p	tca-miR-3835-5p
tca-miR-3836a-3p	tca-miR-3836a-3p
tca-miR-3836a-5p	tca-miR-3836a-5p
tca-miR-3836b-3p	tca-miR-3836b-3p
tca-miR-3836b-5p	tca-miR-3836b-5p
tca-miR-3836c-1-3p	tca-miR-3836c-1-3p
tca-miR-3836c-2-3p	tca-miR-3836c-2-3p
tca-miR-3836c-3-5p	tca-miR-3836c-3-5p
tca-miR-3836c-3p	tca-miR-3836c-3p
tca-miR-3836c-5p	tca-miR-3836c-5p
tca-miR-3836d-3p	tca-miR-3836d-3p
tca-miR-3836d-5p	tca-miR-3836d-5p
tca-miR-3836e-3p	tca-miR-3836e-3p
tca-miR-3836e-5p	tca-miR-3836e-5p
tca-miR-3836f-3p	tca-miR-3836f-3p
tca-miR-3836f-5p	tca-miR-3836f-5p
tca-miR-3836g-3p	tca-miR-3836g-3p
tca-miR-3836g-5p	tca-miR-3836g-5p
tca-miR-3836h-3p	tca-miR-3836h-3p
tca-miR-3836i-3p	tca-miR-3836i-3p
tca-miR-3836i-5p	tca-miR-3836i-5p
tca-miR-3836j-3p	tca-miR-3836j-3p
tca-miR-3837-3p	tca-miR-3837-3p
tca-miR-3837-5p	tca-miR-3837-5p
tca-miR-3838-3p	tca-miR-3838-3p
tca-miR-3838-5p	tca-miR-3838-5p
tca-miR-3839-3p	tca-miR-3839-3p
tca-miR-3839-5p	tca-miR-3839-5p
tca-miR-3840-3p	tca-miR-3840-3p
tca-miR-3840-5p	tca-miR-3840-5p
tca-miR-3841-3p	tca-miR-3841-3p
tca-miR-3841-5p	tca-miR-3841-5p
tca-miR-3842-3p	tca-miR-3842-3p
tca-miR-3842-5p	tca-miR-3842-5p
tca-miR-3843-3p	tca-miR-3843-3p
tca-miR-3843-5p	tca-miR-3843-5p
tca-miR-3844-3p	tca-miR-3844-3p
tca-miR-3844-5p	tca-miR-3844-5p
tca-miR-3845-3p	tca-miR-3845-3p
tca-miR-3845-5p	tca-miR-3845-5p
tca-miR-3846-3p	tca-miR-3846-3p
tca-miR-3846-5p	tca-miR-3846-5p
tca-miR-3847-3p	tca-miR-3847-3p
tca-miR-3847-5p	tca-miR-3847-5p
tca-miR-3848-3p	tca-miR-3848-3p
tca-miR-3848-5p	tca-miR-3848-5p
tca-miR-3849-3p	tca-miR-3849-3p
tca-miR-3849-5p	tca-miR-3849-5p
tca-miR-3850-3p	tca-miR-3850-3p
tca-miR-3850-5p	tca-miR-3850-5p
tca-miR-3851a-3p	tca-miR-3851a-3p
tca-miR-3851a-5p	tca-miR-3851a-5p
tca-miR-3851b-3p	tca-miR-3851b-3p
tca-miR-3851b-5p	tca-miR-3851b-5p
tca-miR-3851c-3p	tca-miR-3851c-3p
tca-miR-3851c-5p	tca-miR-3851c-5p
tca-miR-3851d-2-5p	tca-miR-3851d-2-5p
tca-miR-3851d-3p	tca-miR-3851d-3p
tca-miR-3851d-5p	tca-miR-3851d-5p
tca-miR-3851e-3p	tca-miR-3851e-3p
tca-miR-3851e-5p	tca-miR-3851e-5p
tca-miR-3851f-3p	tca-miR-3851f-3p
tca-miR-3851f-5p	tca-miR-3851f-5p
tca-miR-3851g-2-3p	tca-miR-3851g-2-3p
tca-miR-3851g-3p	tca-miR-3851g-3p
tca-miR-3851g-5p	tca-miR-3851g-5p
tca-miR-3851h-3p	tca-miR-3851h-3p
tca-miR-3851h-5p	tca-miR-3851h-5p
tca-miR-3851i-3p	tca-miR-3851i-3p
tca-miR-3851i-5p	tca-miR-3851i-5p
tca-miR-3851j-3p	tca-miR-3851j-3p
tca-miR-3851j-5p	tca-miR-3851j-5p
tca-miR-3851k-3p	tca-miR-3851k-3p
tca-miR-3851k-5p	tca-miR-3851k-5p
tca-miR-3851l-2-3p	tca-miR-3851l-2-3p
tca-miR-3851l-3-5p	tca-miR-3851l-3-5p
tca-miR-3851l-3p	tca-miR-3851l-3p
tca-miR-3851l-4-3p	tca-miR-3851l-4-3p
tca-miR-3851l-5p	tca-miR-3851l-5p
tca-miR-3851m-3p	tca-miR-3851m-3p
tca-miR-3851m-4-3p	tca-miR-3851m-4-3p
tca-miR-3851m-5p	tca-miR-3851m-5p
tca-miR-3851n-3p	tca-miR-3851n-3p
tca-miR-3851n-5p	tca-miR-3851n-5p
tca-miR-3851o-2-5p	tca-miR-3851o-2-5p
tca-miR-3851o-3p	tca-miR-3851o-3p
tca-miR-3851o-5p	tca-miR-3851o-5p
tca-miR-3851p-3p	tca-miR-3851p-3p
tca-miR-3851p-5p	tca-miR-3851p-5p
tca-miR-3851q-3p	tca-miR-3851q-3p
tca-miR-3851q-5p	tca-miR-3851q-5p
tca-miR-3851r-3p	tca-miR-3851r-3p
tca-miR-3851r-5p	tca-miR-3851r-5p
tca-miR-3852-3p	tca-miR-3852-3p
tca-miR-3852-5p	tca-miR-3852-5p
tca-miR-3853-3p	tca-miR-3853-3p
tca-miR-3853-5p	tca-miR-3853-5p
tca-miR-3854-3p	tca-miR-3854-3p
tca-miR-3854-5p	tca-miR-3854-5p
tca-miR-3855-3p	tca-miR-3855-3p
tca-miR-3855-5p	tca-miR-3855-5p
tca-miR-3856-3p	tca-miR-3856-3p
tca-miR-3856-5p	tca-miR-3856-5p
tca-miR-3857-3p	tca-miR-3857-3p
tca-miR-3857-5p	tca-miR-3857-5p
tca-miR-3858-3p	tca-miR-3858-3p
tca-miR-3858-5p	tca-miR-3858-5p
tca-miR-3858a-3p	tca-miR-3858a-3p
tca-miR-3858a-5p	tca-miR-3858a-5p
tca-miR-3858b-3p	tca-miR-3858b-3p
tca-miR-3858b-5p	tca-miR-3858b-5p
tca-miR-3859-3p	tca-miR-3859-3p
tca-miR-3859-5p	tca-miR-3859-5p
tca-miR-3860-3p	tca-miR-3860-3p
tca-miR-3860-5p	tca-miR-3860-5p
tca-miR-3861-3p	tca-miR-3861-3p
tca-miR-3861-5p	tca-miR-3861-5p
tca-miR-3862-3p	tca-miR-3862-3p
tca-miR-3862-5p	tca-miR-3862-5p
tca-miR-3863-3p	tca-miR-3863-3p
tca-miR-3863-5p	tca-miR-3863-5p
tca-miR-3864-3p	tca-miR-3864-3p
tca-miR-3864-5p	tca-miR-3864-5p
tca-miR-3865-3p	tca-miR-3865-3p
tca-miR-3865-5p	tca-miR-3865-5p
tca-miR-3866-3p	tca-miR-3866-3p
tca-miR-3866-5p	tca-miR-3866-5p
tca-miR-3867-3p	tca-miR-3867-3p
tca-miR-3867-5p	tca-miR-3867-5p
tca-miR-3868-3p	tca-miR-3868-3p
tca-miR-3868-5p	tca-miR-3868-5p
tca-miR-3869-3p	tca-miR-3869-3p
tca-miR-3869-5p	tca-miR-3869-5p
tca-miR-3870-3p	tca-miR-3870-3p
tca-miR-3870-5p	tca-miR-3870-5p
tca-miR-3871-3p	tca-miR-3871-3p
tca-miR-3871-5p	tca-miR-3871-5p
tca-miR-3872-3p	tca-miR-3872-3p
tca-miR-3872-5p	tca-miR-3872-5p
tca-miR-3873-3p	tca-miR-3873-3p
tca-miR-3873-5p	tca-miR-3873-5p
tca-miR-3874-3p	tca-miR-3874-3p
tca-miR-3874-5p	tca-miR-3874-5p
tca-miR-3875-3p	tca-miR-3875-3p
tca-miR-3875-5p	tca-miR-3875-5p
tca-miR-3876-3p	tca-miR-3876-3p
tca-miR-3876-5p	tca-miR-3876-5p
tca-miR-3877-3p	tca-miR-3877-3p
tca-miR-3877-5p	tca-miR-3877-5p
tca-miR-3878-3p	tca-miR-3878-3p
tca-miR-3878-5p	tca-miR-3878-5p
tca-miR-3879-3p	tca-miR-3879-3p
tca-miR-3879-5p	tca-miR-3879-5p
tca-miR-3880-3p	tca-miR-3880-3p
tca-miR-3880-5p	tca-miR-3880-5p
tca-miR-3881-3p	tca-miR-3881-3p
tca-miR-3881-5p	tca-miR-3881-5p
tca-miR-3882-3p	tca-miR-3882-3p
tca-miR-3882-5p	tca-miR-3882-5p
tca-miR-3883-3p	tca-miR-3883-3p
tca-miR-3883-5p	tca-miR-3883-5p
tca-miR-3884-3p	tca-miR-3884-3p
tca-miR-3884-5p	tca-miR-3884-5p
tca-miR-3885-3p	tca-miR-3885-3p
tca-miR-3885-5p	tca-miR-3885-5p
tca-miR-3886-3p	tca-miR-3886-3p
tca-miR-3886-5p	tca-miR-3886-5p
tca-miR-3887-3p	tca-miR-3887-3p
tca-miR-3887-5p	tca-miR-3887-5p
tca-miR-3888-3p	tca-miR-3888-3p
tca-miR-3888-5p	tca-miR-3888-5p
tca-miR-3889-3p	tca-miR-3889-3p
tca-miR-3889-5p	tca-miR-3889-5p
tca-miR-3890-3p	tca-miR-3890-3p
tca-miR-3890-5p	tca-miR-3890-5p
tca-miR-3891-3p	tca-miR-3891-3p
tca-miR-3891-5p	tca-miR-3891-5p
tca-miR-3892-3p	tca-miR-3892-3p
tca-miR-3892-5p	tca-miR-3892-5p
tca-miR-3893-3p	tca-miR-3893-3p
tca-miR-3893-5p	tca-miR-3893-5p
tca-miR-3894-3p	tca-miR-3894-3p
tca-miR-3894-5p	tca-miR-3894-5p
tca-miR-3895-3p	tca-miR-3895-3p
tca-miR-3895-5p	tca-miR-3895-5p
tca-miR-3896-3p	tca-miR-3896-3p
tca-miR-3896-5p	tca-miR-3896-5p
tca-miR-3897-3p	tca-miR-3897-3p
tca-miR-3897-5p	tca-miR-3897-5p
tca-miR-3898-3p	tca-miR-3898-3p
tca-miR-3898-5p	tca-miR-3898-5p
tca-miR-3899-3p	tca-miR-3899-3p
tca-miR-3899-5p	tca-miR-3899-5p
tca-miR-3900-3p	tca-miR-3900-3p
tca-miR-3900-5p	tca-miR-3900-5p
tca-miR-3901-3p	tca-miR-3901-3p
tca-miR-3901-5p	tca-miR-3901-5p
tca-miR-3902-3p	tca-miR-3902-3p
tca-miR-3902-5p	tca-miR-3902-5p
tca-miR-3903-3p	tca-miR-3903-3p
tca-miR-3904-3p	tca-miR-3904-3p
tca-miR-3904-5p	tca-miR-3904-5p
tca-miR-3905-5p	tca-miR-3905-5p
tca-miR-6007-3p	tca-miR-6007-3p
tca-miR-6007-5p	tca-miR-6007-5p
tca-miR-6008-3p	tca-miR-6008-3p
tca-miR-6008-5p	tca-miR-6008-5p
tca-miR-6009-3p	tca-miR-6009-3p
tca-miR-6009-5p	tca-miR-6009-5p
tca-miR-6010-3p	tca-miR-6010-3p
tca-miR-6010-5p	tca-miR-6010-5p
tca-miR-6011-3p	tca-miR-6011-3p
tca-miR-6011-5p	tca-miR-6011-5p
tca-miR-6012-3p	tca-miR-6012-3p
tca-miR-6012-5p	tca-miR-6012-5p
tca-miR-6013-3p	tca-miR-6013-3p
tca-miR-6013-5p	tca-miR-6013-5p
tca-miR-6014-3p	tca-miR-6014-3p
tca-miR-6014-5p	tca-miR-6014-5p
tca-miR-6015-3p	tca-miR-6015-3p
tca-miR-6015-5p	tca-miR-6015-5p
tca-miR-6016-3p	tca-miR-6016-3p
tca-miR-6016-5p	tca-miR-6016-5p
tca-miR-6016b-3p	tca-miR-6016b-3p
tca-miR-6016b-5p	tca-miR-6016b-5p
tca-miR-6017-3p	tca-miR-6017-3p
tca-miR-6017-5p	tca-miR-6017-5p
tca-miR-6018-3p	tca-miR-6018-3p
tca-miR-6018-5p	tca-miR-6018-5p
tca-miR-71-3p	tca-miR-71-3p
tca-miR-71-5p	tca-miR-71-5p
tca-miR-7-3p	tca-miR-7-3p
tca-miR-750-3p	tca-miR-750-3p
tca-miR-750-5p	tca-miR-750-5p
tca-miR-7-5p	tca-miR-7-5p
tca-miR-8-3p	tca-miR-8-3p
tca-miR-8-5p	tca-miR-8-5p
tca-miR-87a-3p	tca-miR-87a-3p
tca-miR-87a-5p	tca-miR-87a-5p
tca-miR-87b-3p	tca-miR-87b-3p
tca-miR-87b-5p	tca-miR-87b-5p
tca-miR-927a-3p	tca-miR-927a-3p
tca-miR-927a-5p	tca-miR-927a-5p
tca-miR-927b-3p	tca-miR-927b-3p
tca-miR-927b-5p	tca-miR-927b-5p
tca-miR-927c-3p	tca-miR-927c-3p
tca-miR-927c-5p	tca-miR-927c-5p
tca-miR-929-3p	tca-miR-929-3p
tca-miR-929-5p	tca-miR-929-5p
tca-miR-92a-3p	tca-miR-92a-3p
tca-miR-92a-5p	tca-miR-92a-5p
tca-miR-92b-3p	tca-miR-92b-3p
tca-miR-92b-5p	tca-miR-92b-5p
tca-miR-92c-3p	tca-miR-92c-3p
tca-miR-92c-5p	tca-miR-92c-5p
tca-miR-932-3p	tca-miR-932-3p
tca-miR-932-5p	tca-miR-932-5p
tca-miR-965-3p	tca-miR-965-3p
tca-miR-965-5p	tca-miR-965-5p
tca-miR-970-3p	tca-miR-970-3p
tca-miR-970-5p	tca-miR-970-5p
tca-miR-971b-3p	tca-miR-971b-3p
tca-miR-971b-5p	tca-miR-971b-5p
tca-miR-980-3p	tca-miR-980-3p
tca-miR-980-5p	tca-miR-980-5p
tca-miR-981	tca-miR-981
tca-miR-989-3p	tca-miR-989-3p
tca-miR-989-5p	tca-miR-989-5p
tca-miR-993-3p	tca-miR-993-3p
tca-miR-993-5p	tca-miR-993-5p
tca-miR-995-3p	tca-miR-995-3p
tca-miR-995-5p	tca-miR-995-5p
tca-miR-998-3p	tca-miR-998-3p
tca-miR-998-5p	tca-miR-998-5p
tca-miR-9a-3p	tca-miR-9a-3p
tca-miR-9a-5p	tca-miR-9a-5p
tca-miR-9b-3p	tca-miR-9b-3p
tca-miR-9b-5p	tca-miR-9b-5p
tca-miR-9c-3p	tca-miR-9c-3p
tca-miR-9c-5p	tca-miR-9c-5p
tca-miR-9d-3p	tca-miR-9d-3p
tca-miR-9d-5p	tca-miR-9d-5p
tca-miR-9e-3p	tca-miR-9e-3p
tca-miR-9e-5p	tca-miR-9e-5p
tca-miR-iab-4-3p	tca-miR-iab-4-3p
tca-miR-iab-4-5p	tca-miR-iab-4-5p
tca-miR-iab-8-3p	tca-miR-iab-8-3p
tca-miR-iab-8-5p	tca-miR-iab-8-5p
tcc-miR156a	tcc-miR156a
tcc-miR156b	tcc-miR156b
tcc-miR156c	tcc-miR156c
tcc-miR156d	tcc-miR156d
tcc-miR156e	tcc-miR156e
tcc-miR156f	tcc-miR156f
tcc-miR156g	tcc-miR156g
tcc-miR160a	tcc-miR160a
tcc-miR160b	tcc-miR160b
tcc-miR160c	tcc-miR160c
tcc-miR162	tcc-miR162
tcc-miR164a	tcc-miR164a
tcc-miR164b	tcc-miR164b
tcc-miR164c	tcc-miR164c
tcc-miR166a	tcc-miR166a
tcc-miR166b	tcc-miR166b
tcc-miR166c	tcc-miR166c
tcc-miR166d	tcc-miR166d
tcc-miR167a	tcc-miR167a
tcc-miR167b	tcc-miR167b
tcc-miR167c	tcc-miR167c
tcc-miR168	tcc-miR168
tcc-miR169a	tcc-miR169a
tcc-miR169b	tcc-miR169b
tcc-miR169c	tcc-miR169c
tcc-miR169d	tcc-miR169d
tcc-miR169e	tcc-miR169e
tcc-miR169f	tcc-miR169f
tcc-miR169g	tcc-miR169g
tcc-miR169h	tcc-miR169h
tcc-miR169i	tcc-miR169i
tcc-miR169j	tcc-miR169j
tcc-miR169k	tcc-miR169k
tcc-miR169l	tcc-miR169l
tcc-miR169m	tcc-miR169m
tcc-miR169n	tcc-miR169n
tcc-miR171a	tcc-miR171a
tcc-miR171b	tcc-miR171b
tcc-miR171c	tcc-miR171c
tcc-miR171d	tcc-miR171d
tcc-miR171e	tcc-miR171e
tcc-miR171f	tcc-miR171f
tcc-miR171g	tcc-miR171g
tcc-miR171h	tcc-miR171h
tcc-miR172a	tcc-miR172a
tcc-miR172b	tcc-miR172b
tcc-miR172c	tcc-miR172c
tcc-miR172d	tcc-miR172d
tcc-miR172e	tcc-miR172e
tcc-miR2111	tcc-miR2111
tcc-miR319	tcc-miR319
tcc-miR390a	tcc-miR390a
tcc-miR390b	tcc-miR390b
tcc-miR393a	tcc-miR393a
tcc-miR393b	tcc-miR393b
tcc-miR394a	tcc-miR394a
tcc-miR394b	tcc-miR394b
tcc-miR395a	tcc-miR395a
tcc-miR395b	tcc-miR395b
tcc-miR396a	tcc-miR396a
tcc-miR396b	tcc-miR396b
tcc-miR396c	tcc-miR396c
tcc-miR396d	tcc-miR396d
tcc-miR396e	tcc-miR396e
tcc-miR397	tcc-miR397
tcc-miR398a	tcc-miR398a
tcc-miR398b	tcc-miR398b
tcc-miR399a	tcc-miR399a
tcc-miR399b	tcc-miR399b
tcc-miR399c	tcc-miR399c
tcc-miR399d	tcc-miR399d
tcc-miR399e	tcc-miR399e
tcc-miR399f	tcc-miR399f
tcc-miR399g	tcc-miR399g
tcc-miR399h	tcc-miR399h
tcc-miR399i	tcc-miR399i
tcc-miR403a	tcc-miR403a
tcc-miR403b	tcc-miR403b
tcc-miR530a	tcc-miR530a
tcc-miR530b	tcc-miR530b
tcc-miR535	tcc-miR535
tcc-miR827	tcc-miR827
tcf-bantam	tcf-bantam
tcf-let-7-3p	tcf-let-7-3p
tcf-let-7-5p	tcf-let-7-5p
tcf-miR-1	tcf-miR-1
tcf-miR-100	tcf-miR-100
tcf-miR-10294	tcf-miR-10294
tcf-miR-10295	tcf-miR-10295
tcf-miR-10296	tcf-miR-10296
tcf-miR-10297	tcf-miR-10297
tcf-miR-10298a	tcf-miR-10298a
tcf-miR-10298b	tcf-miR-10298b
tcf-miR-10299	tcf-miR-10299
tcf-miR-10300	tcf-miR-10300
tcf-miR-10301	tcf-miR-10301
tcf-miR-10302	tcf-miR-10302
tcf-miR-10303a	tcf-miR-10303a
tcf-miR-10303b	tcf-miR-10303b
tcf-miR-10304	tcf-miR-10304
tcf-miR-10305	tcf-miR-10305
tcf-miR-10306	tcf-miR-10306
tcf-miR-10307	tcf-miR-10307
tcf-miR-10308	tcf-miR-10308
tcf-miR-10309	tcf-miR-10309
tcf-miR-10310	tcf-miR-10310
tcf-miR-10311	tcf-miR-10311
tcf-miR-10312	tcf-miR-10312
tcf-miR-10313	tcf-miR-10313
tcf-miR-10314	tcf-miR-10314
tcf-miR-10315a	tcf-miR-10315a
tcf-miR-10315b	tcf-miR-10315b
tcf-miR-10316a	tcf-miR-10316a
